Title                                    , Released year, Duration, Genre          , Language       , Description
Mona Darling                             ,          2017, 1h 43m  , Thriller       , Thriller       , "A bunch of amateurs set out to find a serial killer on the college campus, who uses social media as a tool. Can they find him before he claims his next victim?"
Dora                                     ,          2017, 2h 3m   , Thriller       , Thriller       , "A woman spends all her savings to buy a vintage car, only to discover that it is haunted by a revenge-hungry ghost."
June                                     ,          2019, 2h 14m  , Drama          , Drama          , "Sixteen-year-old, June Sara Joy feels that she lacks any special talent. Here's her story of blossoming into an independent young woman."
Kahin Pyaar Na Ho Jaaye                  ,          2000, 2h 38m  , Comedy         , Comedy         , "Prem, an aspiring pop star is abandoned by Nisha on their wedding day. Later, he meets Priya, a videographer and a new relationship blossoms."
Dear Comrade                             ,          2019, 2h 47m  , Romance        , Romance        , "Rebel without a cause Bobby constantly gets into fights because of his temper. However, he meets his match when he comes across state-level cricketer Lilly."
Entha Manchivaadavuraa                   ,          2020, 2h 21m  , Action         , Action         , A loner starts an agency that assigns people to those who crave company. His 'relationship for hire' concept works well until a new client asks for a fake son.
Dhol                                     ,          2007, 2h 25m  , Comedy         , Comedy         , Four lazy friends want to make easy money and plan to get married to a rich girl. But their plan goes awry when they get entangled with the criminal world.
                                         ,          2000, 2h 26m  , Action         , Action         , "Jeeva takes Kiran under his wing and trains her to handle weapons to avenge the death of her family. In the process, Jeeva confronts his haunting past."
Mera Vaada My Promise                    ,          2017, 1h 50m  , Comedy         , Comedy         , "Ram and Sravani are madly in love, but misunderstandings create a rift. Enter Lankapathi who wants to marry Sravani at any cost. Will their love survive?"
Maragatha Nanayam                        ,          2017, 1h 57m  , Comedy         , Comedy         , "A jewel smuggler hires two petty thieves to locate a cursed medallion. Will they be successful in this magical heist, or will they fall prey to the spell?"
Mundasupatti                             ,          2014, 2h 19m  , Comedy         , Comedy         , Mundaspatti is a village where cameras are banned due to a superstition. Things change when a photographer visits and falls for the village head's daughter.
Ek Zabardast Fight Plan                  ,          2018, 1h 45m  , Action         , Action         , "Sakthi and Asha use their intelligence to create new electronic devices. When HRD Minister Devaraj dupes them, Sakthi and Asha concoct a plan to expose him."
Chatrapathi                              ,          2005, 2h 39m  , Action         , Action         , "Shivaji, a Sri Lankan Tamil, lands in Vizag after political upheaval in his hometown. The situation worsens when his jealous stepbrother enters his life."
"I, Me Aur Main"                         ,          2013, 1h 40m  , Romance        , Romance        , "Ishaan, a music producer, is commitment-phobic until he starts feeling a connection with Gauri, his next-door neighbour."
Rekka                                    ,          2016, 1h 54m  , Action         , Action         , "Known for helping girls in getting out of unwanted marriages, Siva has created enemies. Trouble ensues when he is trapped to kidnap a politico's daughter."
Mahayuddha                               ,          2017, 1h 59m  , Action         , Action         , "Due to his brothers' meddling, an aggressive man falls in love with a woman who believes him to be a non-violent person. But, how long can he keep up the act?"
Maasthi Gudi                             ,          2017, 1h 56m  , Action         , Action         , "Maasthi leads an isolated life near a forest. On learning that tigers are illegally being hunted and killed, he sets out to save them and make things right."
Middle Class Ambala                      ,          2017, 2h 12m  , Action         , Action         , "Young, middle-class boy Nani has to protect his sister-in-law, a transport official from a gangster, who runs an illegal transport business."
F2: Fun and Frustration                  ,          2018, 2h 19m  , Comedy         , Comedy         , "To teach their respective wives a lesson, Venky and Varun leave their home. What happens when they fall in their own trap?"
Boomerang                                ,          2019, 1h 53m  , Thriller       , Thriller       , "A young man has to undergo a face transplant after being gravely injured in a fire accident. But soon, he realises that his new face has many enemies."
Detective                                ,          2017, 2h 26m  , Thriller       , Thriller       , Detective Advaita Bhushan's life gets exciting when a dog's murder investigation leads him to a huge set-up of hi-tech assassins committing murders in the city.
Mirzya                                   ,          2016, 2h 4m   , Romance        , Romance        , "The legend of star-crossed lovers Mirzya-Sahiban lives on when Munish meets his childhood love, Suchitra, but discovers she's engaged to the local prince."
Shorgul                                  ,          2016, 2h 4m   , Drama          , Drama          , "A Hindu boy is friends with a Muslim girl. However, with vested interests working against them to gain political mileage, their friendship is misconstrued."
Parava                                   ,          2017, 2h 18m  , Drama          , Drama          , "Best friends Haseeb and Irshad share a common interest of rearing pigeons for competitions. However, a tragedy has them recalling how many lives got ruined."
Aatma Ka Ghar 2                          ,          2015, 1h 30m  , Horror         , Horror         , "Mohini and Harsha move to a different city, but the lustful spirit of Captain Raju strikes their world again, how will they face him?"
Siruthai                                 ,          2011, 2h 34m  , Action         , Action         , A small-time thief's life changes when a little girl claims to be his daughter. He then decides to punish the criminals who are responsible for her plight.
Tere Bin Laden 2                         ,          2016, 1h 41m  , Comedy         , Comedy         , A US agent hires a budding Bollywood director to shoot fake footage that would prove the death of Osama Bin Laden!
Tik Tik Tik                              ,          2018, 1h 57m  , Thriller       , Thriller       , "When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission is risky, Vasu has a lot more at stake than his life."
Remo                                     ,          2016, 2h 6m   , Comedy         , Comedy         , An aspiring actor falls in love with an engaged doctor. He disguises himself as a female nurse to get close to her so that she calls off her engagement.
Dil Kya Kare                             ,          1999, 2h 32m  , Drama          , Drama          , "Anand, his wife, Kavita, and their only child, a daughter Neha are a happy family. Things turn upside down when Neha is stalked by a mysterious woman, Nandita."
Karzzzz                                  ,          2008, 2h 18m  , Action         , Action         , "Monty, a musician, hallucinates strange visions. To take a break from his ordeal, he lands up in a place that opens a secret from his past life."
Bang Bang                                ,          2014, 2h 26m  , Action         , Action         , The last thing bank receptionist Harleen wanted was to be used as a decoy for a mysterious thief who stole the Kohinoor. What awaits her next?
Julie                                    ,          2004, 1h 48m  , Drama          , Drama          , "A victim of circumstances, disillusioned Julie becomes a call girl. She meets Mihir, and they fall in love. Will he accept her for what she is?"
Vasham - The Book                        ,          2017, 1h 46m  , Drama          , Drama          , Can one get powerful enough to control someone else's mind and thoughts? Find your answers through the lives of a doctor and an actor.
Gurgaon                                  ,          2017, 1h 41m  , Thriller       , Thriller       , "When the daughter of a real estate tycoon is kidnapped, her family desperately tries to track her whereabouts; while unravelling long buried family secrets."
Rowdy                                    ,          2014, 1h 48m  , Action         , Action         , "Anna, a mafia don and benefactor of the poor, loves his son. However, the father-son relationship hits rock bottom thanks to the latter's girlfriend."
Gulaebaghavali                           ,          2018, 1h 46m  , Comedy         , Comedy         , "A group of thieves is hired by a local don to recover a treasure that was buried by his grandfather. However, the plan derails when a criminal joins them."
Anbudan Appavukku                        ,          2016, 2h 29m  , Action         , Action         , "Abhiram decides to seek revenge from Krishnamurthy, the man responsible for his father's misfortune. Will he get Krishnamurthy to pay for his sins?"
Gali Gali Chor Hai                       ,          2012, 1h 49m  , Comedy         , Comedy         , "Bharat, a cashier and a small-time actor, gets comically caught in the corrupt web of the legal system."
Joy Ma Kali Boarding                     ,          2020, 1h 24m  , Comedy         , Comedy         , "To secure a couple-only accommodation, two desperate men hire their actor friends as their wives. But the quick solution soon snowballs into a comedy of error."
Royal Queen                              ,          2017, 1h 23m  , Action         , Action         , "To win back the love of his fans, an actor known for negative roles decides to become 'the bad guy' in real life also. What happens when he goes too far?"
Shaadi Karke Phas Gaya Yaar              ,          2006, 2h 19m  , Drama          , Drama          , "Ayaan marries Ahana, who gets disappointed on realising how conservative his family is. What happens when a pregnant Ahana wishes to abort her baby?"
Baahubali 2: The Conclusion              ,          2017, 2h 40m  , Action         , Action         , Why did Kattappa kill Amarendra Baahubali? Find out the answer to this monumental question as you watch Amarendra's son in action in the sequel.
Mera Faisla                              ,          2018, 1h 46m  , Comedy         , Comedy         , Highly educated yet laid-back Sanju meets Swathi and falls in love with her. A twist in the tale comes when he discovers her father's mafia identity.
Anand                                    ,          2004, 2h 31m  , Drama          , Drama          , "Roopa calls off her wedding after her parents die in an accident. However, things change when the son of the man who caused the accident moves in next door."
GodMother                                ,          1999, 1h 43m  , Crime          , Crime          , "Rambhi and her husband Veeru leave their village for work. But, by viciousness and extortion, their life changes radically as they join a group of criminals."
Yaar Indha Mani                          ,          2015, 2h 20m  , Drama          , Drama          , A materialistic businessman reunites with his happy-go-lucky childhood friend and embarks upon a journey of self-discovery to the Himalayas.
Waqt Hamara Hai                          ,          1993, 2h 25m  , Action         , Action         , "Friends Vikas and Sunil plan a phoney kidnapping of their girlfriends, Ayesha and Mamta, which turns completely awry when a notorious terrorist intervenes."
Deewar                                   ,          2008, 1h 43m  , Action         , Action         , "Fate separates childhood friends Monty and Guddi. 12 years later they reunite but a lot has changed in their lives, including the innocence of their friendship."
Lajja                                    ,          2001, 3h 6m   , Action         , Action         , "Tormented by her abusive husband, Vaidehi decides to escape her marriage. After meeting three courageous women, she leads a fight against male chauvinism."
Bony                                     ,          2022, 1h 50m  , Science Fiction, Science Fiction, "Settled in Milan, Sabyasachi and Pratibha are on cloud nine with the arrival of their newborn son, Bony. However, they soon realise that he is no ordinary baby."
Badrinath Yatra                          ,          1967, 2h      , Crime          , Crime          , "Satyavati's pilgrim to Badrinath gets cancelled due to her son's illicit acts. As his atrocious behaviour grows by the day, what will she do?"
Payanam                                  ,          2011, 2h 11m  , Action         , Action         , "A plane is hijacked by ruthless terrorists who have held the passengers hostage. Now, it is up to Major Raveendra to rescue them and capture the hijackers."
Kerintha                                 ,          2015, 2h 14m  , Romance        , Romance        , Three young couples are forced to face the harsh realities of life and decide to part ways. Will they ever reunite?
Lucky: No Time For Love                  ,          2005, 2h 13m  , Drama          , Drama          , "After narrowly escaping a molester, Lucky seeks shelter in Aditya’s car. Chaos ensues when a terrorist attack breaks out, but the two stand by each other."
Gundaraj                                 ,          1995, 2h 19m  , Action         , Action         , Ajay is wrongly convicted as a rapist and sent to prison for seven years. After four years he’s out for good behaviour but seeks revenge.
Maa Beti                                 ,          1987, 2h 26m  , Family         , Family         , "Tired of her stepmother Lakshmi's ill-treatment, Meenu and her brother leave house. The tables turn when Lakshmi gets a taste of her own medicine."
Shiva                                    ,          1990, 2h 41m  , Action         , Action         , "While the students' union president and thug club make the college climate ferocious, Shiva, a collegiate, is obliged to face them."
Asuravettai                              ,          2017, 2h 32m  , Action         , Action         , A series of mysterious killings in the family forces Raghupati to get his daughter married to Krishna to protect her. But is she safe with Krishna?
Anjani Putra                             ,          2017, 1h 54m  , Action         , Action         , "A misunderstanding causes Viraj's mother to disown him, and he willingly accepts her decision. Will Viraj ever make his mother perceive the truth?"
Seema Raja                               ,          2018, 2h 18m  , Action         , Action         , "Seemaraja, the irresponsible prince of Simhadripuram, tries to woo the local school's PT teacher. But things take an ugly turn when a blast from the past returns."
Chaarulatha                              ,          2012, 1h 51m  , Horror         , Horror         , "Conjoined twins Charu and Latha choose to separate via a surgery. When one of them marries her childhood friend, strange things start happening."
Bombay Velvet                            ,          2015, 2h 25m  , Crime          , Crime          , "Johnny Balraj grows desperate to make it big in Bombay and woo Rosie. In his attempts, he unknowingly gets sucked into a void of deception and greed."
North 24 Katham                          ,          2013, 2h 1m   , Adventure      , Adventure      , "Harikrishnan, a software engineer, suffers from obsessive-compulsive disorder. A job assignment to Trivandrum changes his life for good."
Janta Garage                             ,          2016, 2h 10m  , Action         , Action         , "Owner of Janatha Garage, Satyam earns a reputation as the saviour of the neighbourhood. His life changes when he meets Anand, an environmental science student."
Pyaar Tune Kya Kiya                      ,          2001, 1h 36m  , Thriller       , Thriller       , "Jai, a photographer, meets headstrong Ria. Unaware of his marital status, she falls for him. Soon her love takes an obsessive turn."
Bal Ganesh                               ,          2007, 1h 42m  , Animation      , Animation      , "With his pal and ride, Mooshak, Bal Ganesha embarks on an adventure-filled journey, battling the evil forces and saving the world."
ISM                                      ,          2016, 2h 8m   , Action         , Action         , "On a mission to expose an underworld kingpin, a journalist finds himself trapped in the dark web of corrupt politicos and underworld goons."
Bade Ghar Ki Beti                        ,          1989, 2h 21m  , Family         , Family         , Poor girl Mala marries rich boy Gopal at the behest of his father. But her married life is far from smooth.
Raja Rani                                ,          2014, 2h 38m  , Romance        , Romance        , John and Regina only marry each other for the sake of their parents' happiness. Will their tragic pasts play cupid in their marriage?
Salaakhen                                ,          1998, 2h 41m  , Action         , Action         , "An ageing man testifies in a rape case, but the culprit’s family torments him to death. Soon, his son leads a war against unjust wherein revenge is inevitable."
Road To Sangam                           ,          2010, 2h 17m  , Drama          , Drama          , "A devout Muslim mechanic repairs an old car, not knowing that it once carried the ashes of Mahatma Gandhi."
                                         ,          1994, 1h 51m  , Action         , Action         , "A principled officer’s eldest son, Vikas is killed in a planned accident. While the family is grief-stricken, the younger son, Vishal goes rogue."
10 Endrathukulla                         ,          2015, 2h 13m  , Action         , Action         , "A driving instructor is tasked by a criminal to deliver a woman to Mussoorie from Chennai. Soon, he realises his assignment may be too dangerous."
Chameli                                  ,          2004, 1h 26m  , Drama          , Drama          , "On a stormy night, a sudden encounter with Chameli, a prostitute changes the life of a depressed investment banker, forever."
Aatma Ka Ghar                            ,          2012, 1h 51m  , Horror         , Horror         , "Newlyweds Harsha and Mohini move into their new home unaware of a lurking evil spirit. Things take a turn for the worse, when the spirit does the unthinkable."
Hyper                                    ,          2016, 2h 9m   , Action         , Action         , "A loving son comes forward to help his father, an honest government employee, who is being harassed by a corrupt politician."
Kanupapa                                 ,          2017, 2h 14m  , Thriller       , Thriller       , A blind man becomes the prime suspect in a murder case. But he also has to protect the victim's daughter and prove his innocence. How will he get out of this?
Pandigai                                 ,          2017, 1h 58m  , Action         , Action         , "Velu's past makes him a top underground fighter. To start a new life with his lover, he plans to rob the gangster controlling the street-fighting racket."
Waqt                                     ,          1965, 2h 58m  , Drama          , Drama          , "Separated in childhood, three brothers come together in the courtroom. How will this reunion go?"
Evanukku Sariyana Aalu Illai             ,          2020, 2h 50m  , Action         , Action         , Major Ajay Krishna journeys to Kurnool for a covert mission. Soon he finds himself at the centre of a scam involving a corrupt MLA and a fishy suicide
Coolie No. 1                             ,          1995, 2h 16m  , Comedy         , Comedy         , "When insulted by Choudhry Hoshiarchand, Shaadiram, a matchmaker gets a coolie to pose as a millionaire and marry Hoshiarchand’s daughter."
Bogan                                    ,          2017, 2h 14m  , Action         , Action         , "Vikram, a police officer, is on a mission to hunt Adithya, a criminal mastermind. A vicious game unfolds when Adithya cleverly switches his soul with Vikram's."
Street Lights                            ,          2018, 2h 1m   , Thriller       , Thriller       , "A group of thieves commit burglary, leading a police officer on a quest to catch them. During his search, he unravels interesting information about the robbers."
Run                                      ,          2016, 1h 36m  , Action         , Action         , "Sanju's life turns upside down when he borrows money from a notorious gangster. On failing to return his money, Sanju has a lot at stake."
Yentavaadu Gaani                         ,          2015, 2h 29m  , Thriller       , Thriller       , "An undercover cop's life turns upside down when his daughter is kidnapped during a vital mission. However, his traumatic past returns for one last showdown!"
The Powerman Shaktishaali                ,          2017, 2h 3m   , Action         , Action         , "An ambitious local thug falls in love with the daughter of a deceased mafia leader. To mend fences, he decides to reform, but will the girl's family approve?"
Main Tulsi Tere Aangan Ki                ,          1978, 2h 26m  , Drama          , Drama          , "Sanjukta wholeheartedly raises Ajay, her husband’s illegitimate son, as her own. All is well until property division creates a crack in relationships."
Maan Karate                              ,          2014, 2h 23m  , Comedy         , Comedy         , A seer meets a few IT employees and predicts that their company will shut down. The seer then shows them proof and sets the friends on a shocking adventure.
Dynamite                                 ,          2015, 1h 56m  , Action         , Action         , "When Shiva's date gets kidnapped, the police refuse to help him. Setting out to find her on his own, Shiva stumbles upon a deadly conspiracy."
Zameer                                   ,          1975, 2h 9m   , Action         , Action         , "Thakur Maharaj Singh loses his son during a robbery. Years later, a man named Chimpoo claims his right as his son. Will he turn out to be an impostor?"
Ghar Dwaar                               ,          1985, 2h 23m  , Family         , Family         , "Savitri is humiliated at her in-laws' house. Unable to take it anymore, she vows revenge on her in-laws and decides to turn their home into a battleground."
Running Shaadi                           ,          2017, 1h 50m  , Comedy         , Comedy         , "Two friends launch a website that helps young couples to elope. Although initially a hit, they soon get embroiled in a chaotic situation."
Subramanyam For Sale                     ,          2015, 2h 26m  , Romance        , Romance        , "Subramanyam, a money-minded guy, helps Seetha get back on her feet after she gets duped by her boyfriend. Things take a hilarious turn when he meets her family."
Lion Shiva                               ,          2016, 1h 29m  , Thriller       , Thriller       , "Suffering from tunnel vision, Ravi witnesses a murder. On realising that he can't afford to cure his impending blindness, he resorts to illegal solutions."
Nimir                                    ,          2018, 2h 3m   , Comedy         , Comedy         , "When publicly embarrassed, photographer Selvam vows to not wear slippers until he has avenged the humiliation, thereby triggering a chain of hilarious events."
Oozham - It's Just A Matter Of Time      ,          2016, 2h      , Action         , Action         , "Surya, a demolition expert, watches his whole family being murdered on a video call. After coming to India, he learns the plot is more sinister than it appears."
Matru Ki Bijlee Ka Mandola               ,          2013, 2h 23m  , Comedy         , Comedy         , "Bijlee, a rich industrialist's daughter, decides to marry a politico's son, leaving her dad's Man Friday, Matru, heartbroken. What happens when she finds out?"
Tippu                                    ,          2015, 1h 38m  , Action         , Action         , "A carefree Satya falls in love with Vaishnavi. To impress her, he joins her college. All the while, a dreaded gangster Keshu Bhai also vies for her attention."
Taarzan: The Wonder Car                  ,          2004, 2h 36m  , Action         , Action         , "Raj repairs his deceased father Deven's unfinished car. Although a futuristic vehicle, it becomes too much for Raj to handle."
Srimati Bhayankari                       ,          2020, 1h 31m  , Comedy         , Comedy         , "In this battle of the sexes, Pralay attempts the impossible when he tries to woo a hot-tempered Dolan. Once married, a hilarious roller-coaster journey ensues."
Venky Mama                               ,          2019, 2h 21m  , Action         , Action         , "In an attempt to spruce up each other's love lives, an uncle-nephew duo realise they will have to part ways to stay alive. What will they do next?"
Meeku Maathrame Cheptha                  ,          2019, 1h 57m  , Drama          , Drama          , "A scandalous video of the groom-to-be, Rakesh, makes its way to a porn site just before his marriage. Will he get married peacefully or the viral fever ruin it?"
Humraaz                                  ,          2002, 2h 47m  , Thriller       , Thriller       , "Karan conspires with his girlfriend Priya to usurp the vast estate of Raj, a wealthy industrialist. Chaos ensues when Priya falls in love with Raj."
Memories                                 ,          2013, 2h 18m  , Thriller       , Thriller       , "Battling inner conflict, an alcoholic police officer reports to duty to investigate a series of deaths showing a pattern similar to his family's murder."
Raja                                     ,          1995, 2h 31m  , Drama          , Drama          , Raja and Madhu must fight for their love against her brothers. Can they win over hate with their love? - ok
Om Jai Jagdish                           ,          2002, 2h 30m  , Family         , Family         , "Circumstances force three brothers to go their separate ways, but when their ancestral house is being auctioned they join forces."
Sagar Sangam                             ,          1988, 2h 39m  , Crime          , Crime          , "Convicted in a case, criminal mastermind Gopi journeys towards his birthplace Devipur. As his trauma-filled past rears its head, he sets out to seek revenge."
Bal Ganesh 3                             ,          2015, 1h 8m   , Kids           , Kids           , "A group of alien kids visits Earth to find out more about Bal Ganesh. They meet three mice, Dhoti, Topi and Suit Boot, who share Bal Ganesh's adventurous tales."
Thegidi                                  ,          2014, 1h 55m  , Thriller       , Thriller       , A criminology student lands his first job with a detective agency. Things take an ugly turn when his subjects start dying mysteriously in one of his cases.
Rowdy Sarkar                             ,          2016, 1h 44m  , Drama          , Drama          , "The dreams of an aspiring cricketer come crashing down when he is engulfed in a false Naxal case and turns to a life of crime, gaining the name of Railway Raju."
Vikramarkudu                             ,          2006, 2h 15m  , Action         , Action         , "Sathi Babu promises his girlfriend to give up his life of crime but ends up stealing a trunk full of money. However, something unexpected awaits in the trunk."
Teen They Bhai                           ,          2011, 2h 4m   , Comedy         , Comedy         , Three squabbling brothers come together after years of separation to fulfil their grandfather's last wish. Will they bury the hatchet?
Bohurupi                                 ,          2014, 2h 26m  , Action         , Action         , "The search of his missing brother leads a man to a dreaded truth about him. But when he meets his brother's enemies, all hell breaks loose."
Kya Kool Hai Hum                         ,          2005, 2h 26m  , Comedy         , Comedy         , Hard-working Rahul and good-for-nothing Karan's lives turn upside down when Rahul is accused of the rape and murder spree happening in the city.
Bal Hanuman III – Return of the Demon    ,          2010, 49m     , Animation      , Animation      , "Brought to life by his devil followers, the crocodile demon tries to create terror on earth. However, his plans get foiled as Bal Hanuman comes to the rescue"
Kaali                                    ,          2018, 2h 4m   , Action         , Action         , This action-packed drama revolves around Bharat who discovers the truth about being an adopted child and sets out on a journey to find his biological parents.
Mumbai                                   ,          2017, 2h 19m  , Action         , Action         , "Krishna works in a bar to make ends meet for his orphanage and his lady love. Circumstances drive him to Mumbai, but will he find what he was looking for?"
Nikaah                                   ,          1982, 2h 24m  , Romance        , Romance        , Afaque falls for Nilofar but is left devastated when she marries another man. Things take a turn when Nilofar enters his life again after her divorce.
24                                       ,          2016, 2h 37m  , Thriller       , Thriller       , "A scientist invents a time machine that his evil twin brother plans to usurp. An unforeseen attack and years later, his son tries to protect it from his uncle."
Miss Tanakpur Haazir Ho                  ,          2015, 2h 8m   , Comedy         , Comedy         , "The young wife of an elderly village head seeks solace in Arjun's arms. The cuckold retaliates by framing Arjun for the rape of Miss Tanakpur, his buffalo!"
Jeena Sirf Merre Liye                    ,          2002, 2h 18m  , Romance        , Romance        , "Pooja and Karan are childhood friends. They lose touch when Pooja relocates. All grown up, they meet as strangers while searching for each other."
Avan Ivan                                ,          2011, 2h 11m  , Comedy         , Comedy         , "Walter and Samy constantly compete at pickpocketing, but Walter wants to become an actor. When they meet the love of their lives, will their mentor approve?"
Chalo Jeete Hain                         ,          2018, 31m     , Drama          , Drama          , "An impressionable young boy, Naru’s pursuit of the meaning of life by doing the most he can for others. This film is inspired by true life events from Indian PM Modi’s life."
Nine                                     ,          2019, 2h 21m  , Thriller       , Thriller       , "An astrophysicist leaves for the Himalayas with his son to research an incoming comet. However, that journey may just prove to be a costly mistake."
Haqeeqat                                 ,          1995, 2h 27m  , Action         , Action         , "Sudha, a widow, is rescued by Ajay from being molested. They fall in love and decide to get married. But is she making a terrible mistake?"
Kaashmora                                ,          2016, 2h 36m  , Action         , Action         , "Absconding with a minister's money, a conman and his family get trapped inside a haunted bungalow. In order to escape ghosts, he must go back the past."
Ankahee                                  ,          2006, 2h 27m  , Thriller       , Thriller       , "Dr Shekhar is happily married to Nandita. Trouble creeps in their paradise when he falls for an over-possessive Kavya, who takes over his life."
Maryada Ramanna                          ,          2010, 2h 4m   , Comedy         , Comedy         , "Ramu decides to sell off an inherited ancestral property. However, he unknowingly stays in the house of his father's killer. Will he find out the truth?"
Mujhe Kuch Kehna Hai                     ,          2001, 2h 15m  , Romance        , Romance        , "Karan is instantly smitten with Pooja. Painfully shy, he can't express his feelings to her, but fate makes them meet repeatedly. Can he ever profess his love?"
Thoongaa Vanam                           ,          2015, 1h 59m  , Thriller       , Thriller       , "Diwakar, an IRS officer in the Narcotics Control Bureau, finds his life falling apart when a powerful drug lord kidnaps his son."
Shabd                                    ,          2005, 2h 22m  , Drama          , Drama          , "Seeking an inspiration for a story, Shaukat manipulates the lives of his wife and her colleague. Soon, his obsession with the story blurs Shaukat's reality."
IMAI                                     ,          2017, 1h 14m  , Drama          , Drama          , "An accidental meeting brings Jyothi face to face with her long lost love, Karthik, who has become a notorious gangster. Can Jyothi bring him back on track?"
                                         ,          1997, 2h 28m  , Action         , Action         , "Raja, a small-time loafer falls head over heels for Pooja. Things spiral out of control when his lookalike Rocky, a devious criminal, tries to take his place."
Chhoti Si Baat                           ,          1976, 1h 58m  , Comedy         , Comedy         , "A shy Arun takes the help of a retired colonel to impress his lady love, Prabha. Will he succeed in his endeavours?"
Viswasam                                 ,          2019, 2h 24m  , Action         , Action         , "Village head Veeraraju takes on his enemies to protect his daughter, who has been separated from him by his wife. Will this fight end in a reunion?"
Sonali Cable                             ,          2014, 1h 53m  , Drama          , Drama          , "Sonali, a spunky, self-made internet operator grows her small business into a successful company. But, there's someone who wants Sonali out of business."
Arjun Varma                              ,          2017, 3h      , Romance        , Romance        , A surgeon with a nasty temper turns to drugs and alcohol when his girlfriend is forced to marry another. But there's more to this love story than meets the eye.
Poysa Usul                               ,          2017, 2h 5m   , Action         , Action         , "RAW hires a convict to deal with a high-profile mafia don. When a journalist chasing the don goes missing, clues point at the convict. What's the connection?"
Daag - The Fire                          ,          1999, 2h 41m  , Action         , Action         , "When Karan discovers that his father was wrongly jailed, which led to his suicide, he sets out to avenge him. But revenge is not easy."
Khiladi Lakshmana                        ,          2016, 2h 21m  , Action         , Action         , "Lakshmana, a happy-go-lucky guy, has a past, whereas Anjali is on a mission to avenge a personal loss. Will destiny bring their paths together?"
War Chhod Na Yaar                        ,          2013, 1h 48m  , Comedy         , Comedy         , "When war is declared between India and Pakistan, an unlikely friendship blooms between two army captains from the opposite sides."
Inkokkadu                                ,          2016, 2h 27m  , Action         , Action         , "A suspended RAW agent lives in despair after losing his wife at the hands of a drug lord. Years later, he sets out to avenge her death."
Manithan                                 ,          2016, 2h 22m  , Drama          , Drama          , "A struggling lawyer comes across a hit-and-run case and decides to fight for justice. However, he soon learns that there is more to it than meets the eye."
Adi Kapyare Kootamani                    ,          2015, 2h 6m   , Comedy         , Comedy         , "Evading the eyes of the warden, Adhishta Lakshmi enters a boys' hostel after bribing one of the students, Bhanuprasad. However, she gets trapped in the hostel."
Zubaan                                   ,          2016, 1h 51m  , Drama          , Drama          , "After a bullying incident, Dilsher grows up with a speech impairment. Although he loves music, he is not able to conquer the demons in his head."
Lee                                      ,          2017, 1h 55m  , Action         , Action         , "Leela and Charlee are madly in love with each other. Apart from their families being at loggerheads, an international don makes an entry to add to the chaos."
Dear Dad                                 ,          2016, 1h 24m  , Drama          , Drama          , A father-son duo embarks on a road trip where candid confessions and weird encounters not only brings them closer but also strengthens their bond.
Arjun Pandit                             ,          1999, 2h 19m  , Thriller       , Thriller       , "Arjun keeps mum on a crime he witnessed. He falls in love with Nisha. But when he finds himself betrayed by her, he sets out on a path of violence."
Mon Majhi Re                             ,          2015, 2h 18m  , Thriller       , Thriller       , A young animator gets visuals from her past lives. But no one believes that her 'mere imaginations' hold clues to a bigger conspiracy.
Jigarthanda                              ,          2014, 2h 41m  , Action         , Action         , "To impress an art film director who critiqued his earlier attempts, Karthik decides to shoot a film on the life of a demented gangster, Assault Sethu."
Shool                                    ,          1999, 1h 40m  , Crime          , Crime          , "Samar, an honest cop, must deal with a brutal and lawless system created by Bachchu Yadav, who threatens his integrity."
Life Is Beautiful                        ,          2013, 2h 41m  , Family         , Family         , "Srinu and Paddhu, who live in the downmarket half of their locality, lock horns with a gang of rich people, who plan to take over the local lake. Who will win?"
