title,released_year,duration,genre,description
Adanga Maru                              ,2018,2h 24m  ,Action         ,A righteous cop's career and personal life turn catastrophic after he locks horns with a few influential people. But he's had enough and decides to fight back.
Baaghi 2                                 ,2018,2h 14m  ,Action         ,"A tough army officer searches for his ex-lover's child, who is kidnapped under mysterious circumstances. However, his quest is not easy."
Varathan                                 ,2018,2h 3m   ,Thriller       ,Moving back to their ancestral home in Kerala from Dubai was not an easy choice for Abin and Priya. But they may have got more than what they bargained for.
Veerey Ki Wedding                        ,2018,2h 4m   ,Comedy         ,"Lovebirds Veer and Geet are soon to get married, however, problems arise when the groom-to-be messes up his first meeting with Geet’s peace-loving father."
Aravindante Athidhikal                   ,2018,1h 55m  ,Drama          ,"Abandoned as a child near Mookambika Temple, Aravindan does odd jobs at a guest house, keeping everyone happy. However, he secretly desires to meet his mother."
The Past                                 ,2018,1h 44m  ,Horror         ,"When a budding writer moves to a hill station to write her new book, little does she know that an evil plot is about to unfold and take her into the past."
Bagh Bandi Khela                         ,2018,2h 27m  ,Thriller       ,"Three stories revolving around three individuals - an undercover spy, a witness to a murder and a criminal defence lawyer. One common thread - crime."
Badhaai Ho                               ,2018,2h 3m   ,Comedy         ,Getting a new sibling at 25 is the last thing Nakul expected. Will he ever come to terms with the embarrassing 'good news' of his parents being pregnant?
Tik Tik Tik                              ,2018,1h 57m  ,Thriller       ,"When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission is risky, Vasu has a lot more at stake than his life."
Bharath Ennum Naan                       ,2018,2h 41m  ,Action         ,"When circumstances land a young Bharat in the position of the Chief Minister, he has to deal with corruption and enemies while attempting to reform politics."
Seema Raja                               ,2018,2h 18m  ,Action         ,"Seemaraja, the irresponsible prince of Simhadripuram, tries to woo the local school's PT teacher. But things take an ugly turn when a blast from the past returns."
Street Lights                            ,2018,2h 1m   ,Thriller       ,"A group of thieves commit burglary, leading a police officer on a quest to catch them. During his search, he unravels interesting information about the robbers."
The Return of Abhimanyu                  ,2018,2h 23m  ,Action         ,"When money goes missing from Major Kathiravan's account, resulting in a personal tragedy, he decides to track down the hacker behind this."
Kaali                                    ,2018,2h 4m   ,Action         ,This action-packed drama revolves around Bharat who discovers the truth about being an adopted child and sets out on a journey to find his biological parents.
K.G.F                                    ,2018,2h 23m  ,Action         ,"Set in the 70s, an ambitious young man sets out to fulfil a promise he made to his dying mother by bringing the owner of a corrupt gold mine to book."
Gayatri                                  ,2018,1h 43m  ,Action         ,"Sivaji reunites with his daughter who was missing for two decades. On learning that she was kidnapped by his lookalike, Sivaji decides to bring him to book."
Inttelligent                             ,2018,1h 56m  ,Action         ,"Dharam Tej, a software engineer, is very loyal to his boss, Nandha Kishore. All is fine till a criminal gang kills Nandha and turns Dharam into Dharma Bhai."
Gulaebaghavali                           ,2018,1h 46m  ,Comedy         ,"A group of thieves is hired by a local don to recover a treasure that was buried by his grandfather. However, the plan derails when a criminal joins them."
Mirchi Malini                            ,2018,43m     ,Thriller       ,Mirchi Malini predicts the future of a person by tasting the food cooked by them. Hell breaks loose when a few chosen ones have to taste the food cooked by her.
Geetha Govindam                          ,2018,2h 20m  ,Romance        ,Don't believe in love at first sight? Vijay and Geetha's hilarious love story will reinstate your faith in romance.
F2: Fun and Frustration                  ,2018,2h 19m  ,Comedy         ,"To teach their respective wives a lesson, Venky and Varun leave their home. What happens when they fall in their own trap?"
Hanuman Vs Mahiravana                    ,2018,1h 27m  ,Kids           ,"The story of Hanuman saving Rama and Lakshmana from Mahiravana, Ravana's brother, and a dark and powerful sorcerer."
Ghayal Khiladi                           ,2018,2h 19m  ,Thriller       ,"On learning that the company he is employed at is selling adulterated food products, good Samaritan Arivu sets out to fight the unethical practices."
Good Luck                                ,2018,44m     ,Thriller       ,"It's about a salesman named Peter, who goes door-to-door to sell ‘Good Luck’. Will he find any buyers?"
Sanjeevani: Adventure on the edge        ,2018,1h 22m  ,Adventure      ,"A group of mountaineers set out to find the mythical plant, Sanjeevani. On their way, they see a host of strange creatures but no escape."
Saamy 2                                  ,2018,2h 28m  ,Action         ,"In this sequel to the superhit action thriller Saamy, Aarusaamy's son becomes a cop and takes on Ravana Pichai, the criminal behind his parents' murder. When Aarusaamy's son finds out the truth about his parents' murder, he decides to seek revenge from Ravana Pichai and put an end to his criminal activities."
Chalo Jeete Hain                         ,2018,31m     ,Drama          ,"An impressionable young boy, Naru’s pursuit of the meaning of life by doing the most he can for others. This film is inspired by true life events from Indian PM Modi’s life."
Sammohanam                               ,2018,2h 7m   ,Romance        ,"Vijay, an illustrator, hates the world of films and the people involved. But, in a twist of fate, he falls for Sameera, an actress. Will he forgo his prejudice?"
Samhaara                                 ,2018,2h 3m   ,Action         ,"A visually impaired chef, Srishaila's life takes a turn for the worse when the girl he loves, traps him in a murder case."
Sarkar                                   ,2018,2h 25m  ,Action         ,"An NRI goes to extreme lengths to raise awareness against electoral fraud and eventually contests as a non-partisan politician, risking his own life."
Chekka Chivantha Vaanam                  ,2018,2h 16m  ,Crime          ,"When an attempt is made on the life of a reigning gangster, his three sons take it upon themselves to hunt the culprit, all amid a succession battle."
Raid                                     ,2018,1h 55m  ,Crime          ,Fearless income tax officer Amay Patnaik carries out a risky raid at the mansion of the most powerful man in Lucknow. Inspired by real-life events.
Copy                                     ,2018,40m     ,Thriller       ,A man resorts to technology to find a balance between his marriage and an illicit affair. Trouble ensues when his lookalike robot falls in love with his wife.
Happy Pill                               ,2018,1h 57m  ,Drama          ,College dropout Siddhartha feels weighed down by his average life. Things take a turn when he claims to have discovered a pill that makes people happy.
Gimmick                                  ,2019,2h 16m  ,Horror         ,"Happy-go-lucky Gani falls head over heels in love with Raani. To separate them, Raani’s father plots a fake wedding in a haunted house. And things go awry!"
Welcome Home                             ,2019,2h 3m   ,Family         ,Professor Saudamini is thrust into turmoil after she decides to veer from her crumbling marriage. What follows is her journey as she grapples with her decision.
Junglee                                  ,2019,1h 54m  ,Action         ,"Back in his hometown after years, Raj befriends Bhola, an elephant. As time passes, he discovers a deep-rooted poaching scandal, which changes his life forever."
Kee                                      ,2019,1h 55m  ,Thriller       ,"Siddharth, a leading hacker leads a happy life. However, things take a drastic turn when he becomes a victim of cyber-bullying."
Jamai Badal                              ,2019,2h 15m  ,Comedy         ,"Good-for-nothing Krish falls in love with Barsha, but she puts forth a difficult condition. What ensues next is total chaos, confusion and comedy."
Ispade Rajavum Idhaya Raniyum            ,2019,2h 23m  ,Romance        ,"Gowtham suffers from anger issues and falls in love with Tara, an independent, practical girl. Time forces them to make tough choices. Will they part ways?"
Housefull 4                              ,2019,2h 15m  ,Comedy         ,"A set of six lovers had to part ways in 1419. Six centuries later, they meet again only to realise that they are marrying the wrong partners. Old villains and a series of mishaps turn this reincarnation drama into a comedy of errors."
Vinaya Vidheya Rama                      ,2019,2h 7m   ,Action         ,"Ram, a righteous man, who is devoted to his foster brothers, finds his life falling apart when a cruel dictator targets his peace-loving family."
June                                     ,2019,2h 14m  ,Drama          ,"Sixteen-year-old, June Sara Joy feels that she lacks any special talent. Here's her story of blossoming into an independent young woman."
India’s Most Wanted                      ,2019,2h 1m   ,Action         ,"Five ordinary men, one global terrorist, witness India's biggest manhunt operation in this film inspired by true events."
Viswasam                                 ,2019,2h 24m  ,Action         ,"Village head Veeraraju takes on his enemies to protect his daughter, who has been separated from him by his wife. Will this fight end in a reunion?"
Tenali Ramakrishna BA BL                 ,2019,2h      ,Drama          ,"Small-time lawyer Tenali Ramakrishna will do anything to make money, even lose a case on purpose. But then he takes up a case that changes his life forever."
Ungalukkaga Oruvan                       ,2019,2h 58m  ,Action         ,"When a software company CEO, Rishi, returns to India and reunites with his former classmate, little does he know that things are way worse than they look."
Venky Mama                               ,2019,2h 21m  ,Action         ,"In an attempt to spruce up each other's love lives, an uncle-nephew duo realise they will have to part ways to stay alive. What will they do next?"
Sweater                                  ,2019,1h 50m  ,Drama          ,"After facing multiple rejections, Tuku agrees to learn knitting at the insistence of a prospective mother-in-law, only to rediscover her life and relationships."
Raju Gari Gadhi 3                        ,2019,1h 58m  ,Horror         ,A loving couple's joy is short-lived when they feel the presence of an unknown spirit in their life. Their adventure begins when they decide to fight back.
De De Pyaar De                           ,2019,2h 14m  ,Comedy         ,"50-year-old Ashish has fallen in love with Ayesha, who is half his age. Their romance turns into a comedy, when he takes her to meet his parents and ex-wife."
Dombivli Return                          ,2019,1h 54m  ,Thriller       ,An honest man from a humble background stumbles upon a photograph that can either be an opportunity of a lifetime or be the end of him. What will he choose?
Dear Comrade                             ,2019,2h 47m  ,Romance        ,"Rebel without a cause Bobby constantly gets into fights because of his temper. However, he meets his match when he comes across state-level cricketer Lilly."
Comali                                   ,2019,2h 21m  ,Comedy         ,A happy-go-lucky Ravi meets with an accident that puts him in a coma for 16 years. Hell breaks loose when he wakes up in the 21st century!
Chhichhore                               ,2019,2h 23m  ,Drama          ,"Divided by time, united by a tragic incident. In a bittersweet reunion, seven middle-aged friends take a walk down the memory lane at the least expected place."
Bala                                     ,2019,2h 13m  ,Comedy         ,"Balmukund Shukla's pride lies in his hair, but premature baldness robs him of more than just his looks. With love at stake, will he have a 'hairy'-tale ending?"
Rocky                                    ,2019,1h 56m  ,Action         ,Rocky is a common young man whose life turns 360 degrees and makes him a deliverer of vengeance.
Total Dhamaal                            ,2019,2h 7m   ,Comedy         ,"When 50 million bucks are at stake, six eccentric people will do whatever it takes, including braving the wild. Who will win this race against time?"
Sotoroi September                        ,2019,1h 40m  ,Drama          ,"Amid the ever-busy lifestyle of Kolkata, Neel and Labanya’s happiness stands as a facade of a troubled marriage. Will divorce be the only way out?"
Gang Leader                              ,2019,2h 35m  ,Comedy         ,Pencil is a budding crime novelist looking for inspiration when he crosses paths with five generations of women who come together with for vengeance.
Prati Roju Pandage                       ,2019,2h 25m  ,Comedy         ,"In this celebration of life and bonding, a grandson decides to make his aging grandfather get the most out of his remaining sunset years."
Meeku Maathrame Cheptha                  ,2019,1h 57m  ,Drama          ,"A scandalous video of the groom-to-be, Rakesh, makes its way to a porn site just before his marriage. Will he get married peacefully or the viral fever ruin it?"
Mohini                                   ,2019,2h 3m   ,Horror         ,"Vaishnavi and Sandeep's love life takes a spooky turn when Vaishnavi gets possessed by Mohini's spirit, who looks exactly like her. A sinister coincidence?"
Nine                                     ,2019,2h 21m  ,Thriller       ,"An astrophysicist leaves for the Himalayas with his son to research an incoming comet. However, that journey may just prove to be a costly mistake."
Mission Mangal                           ,2019,2h 10m  ,Drama          ,Based on the true story of India's finest scientists who rose above hardships and failures to make us the only country to reach Mars in its first attempt.
Super 30                                 ,2019,2h 33m  ,Biopic         ,"Based on the life of ace mathematician Anand Kumar, who trained 30 underprivileged students to crack one of the toughest entrance exams in India - IIT."
Boomerang                                ,2019,1h 53m  ,Thriller       ,"A young man has to undergo a face transplant after being gravely injured in a fire accident. But soon, he realises that his new face has many enemies."
Angrezi Medium                           ,2020,2h 25m  ,Drama          ,"Champak, a simple Mithai-seller, will go to any lengths to fulfil daughter Tarika's dream of studying in London, triggering a chain of hilarious misadventures."
Evanukku Sariyana Aalu Illai             ,2020,2h 50m  ,Action         ,Major Ajay Krishna journeys to Kurnool for a covert mission. Soon he finds himself at the centre of a scam involving a corrupt MLA and a fishy suicide
Lootcase                                 ,2020,2h 11m  ,Comedy         ,What will you do if you find a bag full of cash? Nandan Kumar faces a similar dilemma when a bag triggers a chain of chaos in his life. Kya iss bag mein kuch kaala hai?
Khuda Haafiz                             ,2020,2h 13m  ,Action         ,A newly married couple's life falls in jeopardy when his wife goes missing under mysterious circumstances.
Joy Ma Kali Boarding                     ,2020,1h 24m  ,Comedy         ,"To secure a couple-only accommodation, two desperate men hire their actor friends as their wives. But the quick solution soon snowballs into a comedy of error."
Panga                                    ,2020,2h 11m  ,Sports         ,"A forgotten Kabaddi world champion catalyzes an inner desire to give a new meaning to her existing role as a wife and mother, and makes a comeback."
Entha Manchivaadavuraa                   ,2020,2h 21m  ,Action         ,A loner starts an agency that assigns people to those who crave company. His 'relationship for hire' concept works well until a new client asks for a fake son.
Baaghi 3                                 ,2020,2h 24m  ,Action         ,"In a twisted turn of events, when a group of deadly terrorists kidnap Ronnie's elder brother in Syria, he sets off on a mission to bring him back."
Brahma Janen Gopon Kommoti               ,2020,2h      ,Drama          ,"Inspired by her father's work, Sanskrit professor Shabari wants to become a priest! But, will the society let her follow her passion?"
Laxmii                                   ,2020,2h 21m  ,Horror         ,Aasif's belief in logic and science shatters when he gets possessed by a ghost. What starts as a comical journey soon unearths a dark secret.
Tanhaji                                  ,2020,2h 12m  ,Drama          ,"As Aurangzeb captures the Kondhana Fort, Tanhaji Malusare, Chhatrapati Shivaji Maharaj's trusted military leader and braveheart, ventures out to win it back."
Srimati Bhayankari                       ,2020,1h 31m  ,Comedy         ,"In this battle of the sexes, Pralay attempts the impossible when he tries to woo a hot-tempered Dolan. Once married, a hilarious roller-coaster journey ensues."
Tumi Ashbe Bole                          ,2021,1h 40m  ,Romance        ,"Much in love, Nanda and Aankhi are all set to marry each other. However, when Nanda fails to show up at the altar, Aankhi sets out in search of him."
Atrangi Re                               ,2021,2h 16m  ,Romance        ,Runaway Rinku gets forcefully married to an already engaged Vishu. The love triangle gets weirder when Rinku's lover Sajjad shows up.
Hum Do Hamare Do                         ,2021,2h 8m   ,Comedy         ,Self-made man Dhruv and social media star Anya fall in love and decide to marry. Just one problem - he's an orphan. The only solution - make a fake family.
Ajnabhi Se Pyar                          ,2021,2h 9m   ,Drama          ,"Despite being let down by societal stereotypes, Basti Balaraju tries his best to woo a young widow but to no avail. Will he manage to win her over?"
Hungama 2                                ,2021,2h 31m  ,Comedy         ,"The Kapoors, Bajajs and Tiwaris lead picture-perfect lives until a young woman named Vaani arrives with an utterly cute bundle of joy in tow."
Shororipu 2: Jotugriho                   ,2021,2h 2m   ,Mystery        ,"A mysterious death makes Detective Chandrakanta spring into action! His first suspect is the dead man’s wife but as he delves deeper, dark secrets unfold."
The Big Bull                             ,2021,2h 33m  ,Crime          ,"During the late '80s, Hemant Shah, the man with the Midas touch, pulled off the biggest hustle that shook India's financial fabric. Inspired by true events."
Bhuj: The Pride of India                 ,2021,1h 53m  ,Action         ,"Running against the clock, IAF Squadron Leader Vijay Karnik created history with determination and his love for the country. A daredevil story of guts and glory."
Shiddat                                  ,2021,2h 26m  ,Romance        ,"Love-struck Jaggi can cross the seven seas for his dream girl, Kartika. Even if it means stopping her wedding."
Shane                                    ,2021,1h 36m  ,Documentary    ,"The movie is the exploration of the rise of one of the greatest cricket players the world has known, Shane Warne."
Seetimaarr                               ,2021,2h 16m  ,Action         ,"Boiling the ocean, Karthi's team manages to enter the kabaddi nationals for women where he bumps into Jwala, an opposing team's coach. Yet another battle begins."
Bhoot Police                             ,2021,2h 8m   ,Horror         ,"Two brothers Vibhooti and Chiraunji have ‘fought’ their share of ghosts. However, a new case forces them to rethink their own abilities and beliefs."
Sanak                                    ,2021,1h 56m  ,Action         ,"Trapped in a hostage crisis inside a hospital, Vivaan will move mountains for his wife, Anshika. But will they survive this race against time?"
Maestro                                  ,2021,2h 15m  ,Crime          ,"A 'blind' pianist lands in hot water when he witnesses a crime during a private concert. Trapped in a catch-22 situation, Arun is in for an unpleasant ride."
Hashtag Prem                             ,2021,1h 51m  ,Romance        ,"Sanika, a free-spirited girl, gets caught in the mist of love after she befriends JD online. To meet him, she travels to Goa, which changes her life forever."
Golondaaj                                ,2021,2h 23m  ,Biopic         ,"From a regular boy to becoming the first Indian to open a football club, here's the journey of Nagendra Prasad Sarbadhikari, the Father of Indian Football."
Vikrant Rona                             ,2022,2h 25m  ,Action         ,"When a series of mysterious events stirs pandemonium in a village, an eccentric cop Vikrant Rona sets out to solve the case wherein everyone is under the radar."
A Thursday                               ,2022,2h 8m   ,Thriller       ,"Naina, a playschool teacher, takes 16 students hostage. Rattling the police and the leaders, her demands send shockwaves through the country."
The Warriorr                             ,2022,2h 35m  ,Action         ,"Tormented by the city's medical mafia and its kingpin, Guru, Dr Satya flees the city. However, he returns as a powerful police officer to put an end to Guru."
Theal                                    ,2022,1h 49m  ,Action         ,"Durai, a debt collector, tortures the poor while executing orders of a loan shark. Things take a turn when a woman enters his life, claiming to be his mother."
Ved                                      ,2022,2h 36m  ,Romance        ,"Retreating from a failed romance, Satya drowns in alcoholism. But when he marries a neighbourhood girl Shravani, her unconditional love offers him redemption."
Govinda Naam Mera                        ,2022,2h 11m  ,Comedy         ,"Wedged between a court case, a bad marriage and his girlfriend, Govinda Waghmare gets further entangled in incidents complicating his already tangled world."
Liger - Saala Crossbreed                 ,2022,2h 18m  ,Action         ,"A brave-hearted Liger works his way up to find his dream spot in the MMA world. But, his life gets complicated when he crosses paths with Taniya."
Kishmish                                 ,2022,2h 15m  ,Romance        ,"Romance blooms between an artistically inclined Tintin and a free-spirited Rohini. But as they plan to get married, a never-ending loop of problems arises."
Freddy                                   ,2022,2h 3m   ,Drama          ,"Introverted and awkward Dr Freddy Ginwala desperately searches for a soulmate. When he finally finds her, the relationship becomes as painful as a root canal."
Good Luck Jerry                          ,2022,1h 58m  ,Comedy         ,"In dire need of money, Jerry gets drawn into the dangerous world of drug trafficking. Things go awry when she decides to quit."
Kaduva                                   ,2022,2h 29m  ,Drama          ,"An intense rivalry with IG Joseph lands Kaduva in jail. But when he gets released, the battle for supremacy continues, wherein losing is not an option."
Kacher Manush                            ,2022,2h 8m   ,Thriller       ,"An existential crisis pushes Kuntol to his personal extreme. Finding no way out, he teams up with Sudarshan and hatches illegal plans to escape misery."
Kaun Pravin Tambe?                       ,2022,2h 13m  ,Biopic         ,"Relentless effort can make an underdog rise to the top, and cricketer Pravin Tambe's extraordinary journey proves why age is just a number."
Cadaver                                  ,2022,1h 59m  ,Thriller       ,A high-profile murder baffles the cops when a prison inmate claims responsibility and promises more deaths. Will police surgeon Bhadra crack this mystery?
Cuttputlli                               ,2022,2h 14m  ,Mystery        ,"When a small town gets plunged into the nightmare of serial killings, rookie cop Arjan embarks on a chase for the truth and unravels a gruesome conspiracy."
Brahmāstra Part One: Shiva               ,2022,2h 48m  ,Fantasy        ,"A journey of fantasy, action and romance comes to life as Shiva enters the Astraverse! He discovers true love and also, the power of fire within him."
Sarsenapati Hambirrao                    ,2022,2h 31m  ,Historical     ,"In a conflict-torn era, the Maratha commander-in-chief Hansaji Mohite braves against the Mughals under the leadership of Chhatrapati Shivaji Maharaj."
Bheemla Nayak                            ,2022,2h 23m  ,Action         ,"An upright cop goes toe to toe with an ex-havildar over a petty case. As the quarrel between these egoistic men gets intense, how far will they go to win?"
Trigger                                  ,2022,2h 10m  ,Action         ,"A series of kidnappings is sweeping the state! Racing against time, an undercover cop must unravel the racket whilst probing its connection with his father."
Vikram                                   ,2022,2h 51m  ,Action         ,A covert investigation changes its course when special officer Amar encounters an unrelenting Vikram and his pursuit to take down a notorious drug cartel.
Babli Bouncer                            ,2022,1h 57m  ,Comedy         ,"A first-of-its-kind for her village, Babli takes up a bouncer's job to win over her love, leading to a series of funny and heart-warming events."
Bheeshma Parvam                          ,2022,2h 22m  ,Action         ,"In the Anjootti family, not even a leaf moves without Michael's will. When rebellious youngsters start revolting, how will Michael hold his ground?"
Bony                                     ,2022,1h 50m  ,Science Fiction,"Settled in Milan, Sabyasachi and Pratibha are on cloud nine with the arrival of their newborn son, Bony. However, they soon realise that he is no ordinary baby."
Sita Ramam                               ,2022,2h 33m  ,Romance        ,"On a letter-delivering task, Afreen learns of a 20-year-old romance set amidst a war. Her quest to trace the lovers makes her embrace humanity beyond borders."
Baba Baby O                              ,2022,2h 9m   ,Romance        ,"In his 40s, Megh becomes a single father with two children through surrogacy. Things take an interesting turn when he falls in love with Brishti."
Kirtan                                   ,2023,2h 9m   ,Family         ,"For a better future, Manimala wishes to move to a modern house. But her grumpy father-in-law is too connected to the ancestral home. And this sparks a feud!"
Gulmohar                                 ,2023,2h 11m  ,Family         ,"Batra family has just four days left to vacate their house of 34 years. Amidst the mayhem, uncertainties of the future, insecurities and secrets surface."
Maayakumari                              ,2023,2h 21m  ,Mystery        ,"A filmmaker plans a biopic on the mystical yet legendary actress Maayakumari. As the shoot begins, he reflects on her stardom and mysterious disappearance."
DD Returns                               ,2023,1h 57m  ,Horror         ,"In a bid to outwit the police, Satish and his gang hide stolen jewels and money in a haunted mansion. But the desperate gamble lands them in a ghost’s trap."
Selfiee                                  ,2023,2h 22m  ,Comedy         ,"RTO officer Om Prakash strikes a golden opportunity to meet his icon, Vijay Kumar. But when his love gets spurned by the superstar, a clash of egos ensues."
Romancham                                ,2023,2h 10m  ,Comedy         ,A game of Ouija board goes hilariously wrong when seven bachelors unexpectedly invite a spirit and try to make the best out of the situation.
Veera Simha Reddy                        ,2023,2h 49m  ,Action         ,Jai's reunion with his long-lost influential father Veera gets chaotic when the latter's past returns to haunt him. How will Jai save Veera from his ill-fate?
