title,released_year,duration,genre,description,Rated,Released,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes,imdbID,Type,BoxOffice,totalSeasons,imageid,format
Dishoom,2016,1h 56m,Comedy,"A no-nonsense cop accompanied by a rookie go on a 36-hour manhunt for a missing Indian cricketer, who has been kidnapped under mysterious circumstances.",Not Rated,29 Jul 2016,124 min,Rohit Dhawan,"Rohit Dhawan, Tushar Hiranandani, Hussain Dalal","John Abraham, Varun Dhawan, Jacqueline Fernandez","When India's top batsman Viraj goes missing in Middle East, two cops Kabir Shergill and Junaid Ansari from either side of Arabian Sea team for a 36-hours man hunt before the final match between India and Pakistan.",Hindi,India,2 wins & 7 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}]",5.2,"9,293",tt3679060,movie,₹6.75 Cr,,238,jpg
Dongri Ka Raja,2016,2h 6m,Drama,"Raja, the wingman of Dongri's most powerful don, is next to take his legacy forward. All is well until he falls in love and decides to quit the path of crime.",,11 Nov 2016,139 min,Hadi Abrar,M. Salim,"Ronit Roy, Ashmit Patel, Gashmeer Mahajani",Two lovers fall into a passionate love affair in the underworld.,Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.2/10""}]",4.2,205,tt6046994,movie,,,239,jpg
Dongri Ka Raja,2016,2h 6m,Action,"Raja, the wingman of Dongri's most powerful don, is next to take his legacy forward. All is well until he falls in love and decides to quit the path of crime.",,11 Nov 2016,139 min,Hadi Abrar,M. Salim,"Ronit Roy, Ashmit Patel, Gashmeer Mahajani",Two lovers fall into a passionate love affair in the underworld.,Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.2/10""}]",4.2,205,tt6046994,movie,,,239,jpg
Dongri Ka Raja,2016,2h 6m,Musical,"Raja, the wingman of Dongri's most powerful don, is next to take his legacy forward. All is well until he falls in love and decides to quit the path of crime.",,11 Nov 2016,139 min,Hadi Abrar,M. Salim,"Ronit Roy, Ashmit Patel, Gashmeer Mahajani",Two lovers fall into a passionate love affair in the underworld.,Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.2/10""}]",4.2,205,tt6046994,movie,,,239,jpg
Shorgul,2016,2h 4m,Drama,"A Hindu boy is friends with a Muslim girl. However, with vested interests working against them to gain political mileage, their friendship is misconstrued.",,01 Jul 2016,132 min,"Pranav Singh, Jitendra Tiwari","Khalid Azmi, Raj Verma, Shashie Vermaa","Jimmy Shergill, Ashutosh Rana, Rahul Chahan","Based on the innocent friendship between a Hindu boy Raghu and a Muslim girl which rapidly escalates into a political minefield, causing unrest and chaos in Uttar Pradesh.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""0%""}]",5.7,326,tt5752374,movie,,,240,
Rowdy Sarkar,2016,1h 44m,Drama,"The dreams of an aspiring cricketer come crashing down when he is engulfed in a false Naxal case and turns to a life of crime, gaining the name of Railway Raju.",,,,,,,,,,,,,,,,,,241,
Sanam Re,2016,1h 53m,Romance,"An unfortunate event separates a much-in-love couple. However, fate gives them a second chance at happiness. Will luck favour them now?",Not Rated,12 Feb 2016,120 min,Divya Khossla,"Sanjeev Dutta, Hussain Dalal, Adhir Bhat","Rishi Kapoor, Pulkit Samrat, Yami Gautam",A man focused on his career finds solace when he reunites with his childhood sweetheart.,Hindi,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""3.3/10""}]",3.3,"3,583",tt4262516,movie,,,242,jpg
Sanam Re,2016,1h 53m,Drama,"An unfortunate event separates a much-in-love couple. However, fate gives them a second chance at happiness. Will luck favour them now?",Not Rated,12 Feb 2016,120 min,Divya Khossla,"Sanjeev Dutta, Hussain Dalal, Adhir Bhat","Rishi Kapoor, Pulkit Samrat, Yami Gautam",A man focused on his career finds solace when he reunites with his childhood sweetheart.,Hindi,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""3.3/10""}]",3.3,"3,583",tt4262516,movie,,,242,jpg
Sardar Gabbar Singh,2016,2h 38m,Action,"Two childhood friends, Gabbar Singh and Samba, become police officers and decide to fight crime together. But what happens when they are at crossroads?",,,,,,,,,,,,,,,,,,243,
Run,2016,1h 36m,Action,"Sanju's life turns upside down when he borrows money from a notorious gangster. On failing to return his money, Sanju has a lot at stake.",Not Rated,23 Mar 2016,110 min,Ani Kanneganti,"Alphonse Puthren, Ani Kanneganti, Prasanna Kumar Bezawada","Sundeep Kishan, Anisha Ambrose, Bobby Simha","Sanju (Sundeep Kishan) is a software engineer who looses his job during the recession time. Left with the responsibility of getting his sister married, Sanju takes a hand loan from a dreaded goon called Vaddi Raja (Bobby Simha). As times passes by, Sanju fails to repay the loan and this makes Vaddi Raja upset big time. He confronts Sanju and threatens him to pay his money back by the same evening. This is also the time when Sanju's love interest Ammu (Anisha Ambrose) leaves her house for good and joins Sanju. Rest of the story is as to how Sanju manages all his problems and comes out from the evil clutches of Vaddi Raja.",Telugu,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.5/10""}]",5.5,84,tt5584506,movie,,,244,
Run,2016,1h 36m,Drama,"Sanju's life turns upside down when he borrows money from a notorious gangster. On failing to return his money, Sanju has a lot at stake.",Not Rated,23 Mar 2016,110 min,Ani Kanneganti,"Alphonse Puthren, Ani Kanneganti, Prasanna Kumar Bezawada","Sundeep Kishan, Anisha Ambrose, Bobby Simha","Sanju (Sundeep Kishan) is a software engineer who looses his job during the recession time. Left with the responsibility of getting his sister married, Sanju takes a hand loan from a dreaded goon called Vaddi Raja (Bobby Simha). As times passes by, Sanju fails to repay the loan and this makes Vaddi Raja upset big time. He confronts Sanju and threatens him to pay his money back by the same evening. This is also the time when Sanju's love interest Ammu (Anisha Ambrose) leaves her house for good and joins Sanju. Rest of the story is as to how Sanju manages all his problems and comes out from the evil clutches of Vaddi Raja.",Telugu,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.5/10""}]",5.5,84,tt5584506,movie,,,244,
Run,2016,1h 36m,Romance,"Sanju's life turns upside down when he borrows money from a notorious gangster. On failing to return his money, Sanju has a lot at stake.",Not Rated,23 Mar 2016,110 min,Ani Kanneganti,"Alphonse Puthren, Ani Kanneganti, Prasanna Kumar Bezawada","Sundeep Kishan, Anisha Ambrose, Bobby Simha","Sanju (Sundeep Kishan) is a software engineer who looses his job during the recession time. Left with the responsibility of getting his sister married, Sanju takes a hand loan from a dreaded goon called Vaddi Raja (Bobby Simha). As times passes by, Sanju fails to repay the loan and this makes Vaddi Raja upset big time. He confronts Sanju and threatens him to pay his money back by the same evening. This is also the time when Sanju's love interest Ammu (Anisha Ambrose) leaves her house for good and joins Sanju. Rest of the story is as to how Sanju manages all his problems and comes out from the evil clutches of Vaddi Raja.",Telugu,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.5/10""}]",5.5,84,tt5584506,movie,,,244,
Saat Uchakkey,2016,2h 10m,Comedy,"Seven crooks in old Delhi earn their living by coning people. When they set out for a big heist in a old palace, things take a hilarious turn for the worst.",,14 Oct 2016,139 min,Sanjeev Sharma,"Sandeep Saket, Sanjeev Sharma","Manoj Bajpayee, Vijay Raaz, Aditi Sharma","SAAT UCHAKKEY is a comedy caper about 7 petty crooks blundering their way through an exciting gamut of mystery, greed, treachery and running into one riotous crisis after another. Set against the gritty backdrop of Old Delhi, this burlesque film opens a window into the unpredictable world of magical realism, where the lingo is spattered with the choicest of swear words and the mannerisms with sidesplitting humor.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""20%""}]",5.6,"1,103",tt5637188,movie,,,245,jpg
Tere Bin Laden 2,2016,1h 41m,Comedy,A US agent hires a budding Bollywood director to shoot fake footage that would prove the death of Osama Bin Laden!,,,,,,,,,,,,,,,,,,246,
Badmaash,2016,1h 38m,Romance,"Vijay and Priya are head over heels in love with each other. When a cruel villain enters their life, Vijay has to use all his wits to win his love back.",,18 Nov 2016,124 min,Akash Srivatsa,Akash Srivatsa,"Dhananjaya, Sanchita Shetty, Rramprasadd Banavara","Set against an urban backdrop, ""Badmaash"" is a romantic thriller about Vijay, an intelligent, playful and witty lad and Priya, an RJ and a fiercely passionate Kannadiga who tries to teach Kannada and Indian culture to Non-Indians through street plays and theatrical plays. Right from their first encounter, Vijay develops a strong attraction for Priya which eventually turns to love. When everything seems perfect and romantic, the tone of the tale suddenly changes when a cruel yet highly intelligent villain comes in between them. From now on, how Vijay uses more of his brain like Chanakya to win his love back is what ""Badmaash"" is all about. ""Badmaash"" is a very apt title based on the hero's character - who is a Con Man. Badmaash is attribute of the character who will cheat you and walk away right in front of you with a smile on his face. The story of the film is like reading a newspaper covering news from politics to cricket, cinema to media, and astrology to scandals. Packed with numerous twists and turns, ""Badmaash"" is a romantic thriller, snowballing to an unusual and nail biting climax. What awaits the audience at the end will have them at the edge of their seats.",Kannada,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}]",6.4,63,tt5226466,movie,,,247,
Badmaash,2016,1h 38m,Romance,"Vijay and Priya are head over heels in love with each other. When a cruel villain enters their life, Vijay has to use all his wits to win his love back.",,18 Nov 2016,124 min,Akash Srivatsa,Akash Srivatsa,"Dhananjaya, Sanchita Shetty, Rramprasadd Banavara","Set against an urban backdrop, ""Badmaash"" is a romantic thriller about Vijay, an intelligent, playful and witty lad and Priya, an RJ and a fiercely passionate Kannadiga who tries to teach Kannada and Indian culture to Non-Indians through street plays and theatrical plays. Right from their first encounter, Vijay develops a strong attraction for Priya which eventually turns to love. When everything seems perfect and romantic, the tone of the tale suddenly changes when a cruel yet highly intelligent villain comes in between them. From now on, how Vijay uses more of his brain like Chanakya to win his love back is what ""Badmaash"" is all about. ""Badmaash"" is a very apt title based on the hero's character - who is a Con Man. Badmaash is attribute of the character who will cheat you and walk away right in front of you with a smile on his face. The story of the film is like reading a newspaper covering news from politics to cricket, cinema to media, and astrology to scandals. Packed with numerous twists and turns, ""Badmaash"" is a romantic thriller, snowballing to an unusual and nail biting climax. What awaits the audience at the end will have them at the edge of their seats.",Kannada,United States,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}]",6.4,63,tt5226466,movie,,,247,
Zubaan,2016,1h 51m,Drama,"After a bullying incident, Dilsher grows up with a speech impairment. Although he loves music, he is not able to conquer the demons in his head.",,,,,,,,,,,,,,,,,,248,
Anbudan Appavukku,2016,2h 29m,Action,"Abhiram decides to seek revenge from Krishnamurthy, the man responsible for his father's misfortune. Will he get Krishnamurthy to pay for his sins?",,,,,,,,,,,,,,,,,,249,
31st October,2016,1h 36m,Action,"In the aftermath of Indira Gandhi's assassination, Devender Singh and his family get trapped in endless danger as the anti-Sikh riots break out in Delhi.",,,,,,,,,,,,,,,,,,250,
Traffic,2016,1h 40m,Action,A traffic constable accepts the challenge of traversing 150 km by road to transport a donor's heart for an immediate transplant. Inspired by a true event.,Not Rated,06 May 2016,104 min,Rajesh Pillai,"Sanjay, Bobby, Suresh Nair","Manoj Bajpayee, Jimmy Shergill, Prasenjit Chatterjee",An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,Hindi,India,2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",6.7,"2,728",tt2939912,movie,,,251,
Traffic,2016,1h 40m,Adventure,A traffic constable accepts the challenge of traversing 150 km by road to transport a donor's heart for an immediate transplant. Inspired by a true event.,Not Rated,06 May 2016,104 min,Rajesh Pillai,"Sanjay, Bobby, Suresh Nair","Manoj Bajpayee, Jimmy Shergill, Prasenjit Chatterjee",An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,Hindi,India,2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",6.7,"2,728",tt2939912,movie,,,251,
Traffic,2016,1h 40m,Drama,A traffic constable accepts the challenge of traversing 150 km by road to transport a donor's heart for an immediate transplant. Inspired by a true event.,Not Rated,06 May 2016,104 min,Rajesh Pillai,"Sanjay, Bobby, Suresh Nair","Manoj Bajpayee, Jimmy Shergill, Prasenjit Chatterjee",An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,Hindi,India,2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",6.7,"2,728",tt2939912,movie,,,251,
Traffic,2016,1h 40m,Thriller,A traffic constable accepts the challenge of traversing 150 km by road to transport a donor's heart for an immediate transplant. Inspired by a true event.,Not Rated,06 May 2016,104 min,Rajesh Pillai,"Sanjay, Bobby, Suresh Nair","Manoj Bajpayee, Jimmy Shergill, Prasenjit Chatterjee",An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,Hindi,India,2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",6.7,"2,728",tt2939912,movie,,,251,
Ticha Umbartha,2016,1h 57m,Drama,"Based on a play by Jayant Pawar named Maza Ghar, Vibha strives to make her place in the society after being wrongly rejected by her husband.",,27 Feb 2016,124 min,Dipti Ghonsikar,Jayant Pawar,"Jyoti Chandekar, Harsha Khandeparkar, Chinmay Mandlekar","Dinesh runs a successful ad firm, whereas his wife Vibha is a full-time wife and mother. Dinesh falls in love with his colleague, Nandita, and asks for divorce. Shocked, Vibha decides to fight for her rights. Dinesh's mother takes...",Marathi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}]",5.6,13,tt7288776,movie,,,252,
24,2016,2h 37m,Thriller,"A scientist invents a time machine that his evil twin brother plans to usurp. An unforeseen attack and years later, his son tries to protect it from his uncle.",Not Rated,06 May 2016,164 min,Vikram K. Kumar,"Vikram Kumar, Vikram K. Kumar","Suriya, Samantha Ruth Prabhu, Nithya Menen","A Sci-Fi family revenge drama happening between a scientist, his evil brother and the scientist's son, over a time travel gadget.",Tamil,India,7 wins & 4 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}]",7.9,"26,073",tt4981966,movie,,,253,jpg
24,2016,2h 37m,Action,"A scientist invents a time machine that his evil twin brother plans to usurp. An unforeseen attack and years later, his son tries to protect it from his uncle.",Not Rated,06 May 2016,164 min,Vikram K. Kumar,"Vikram Kumar, Vikram K. Kumar","Suriya, Samantha Ruth Prabhu, Nithya Menen","A Sci-Fi family revenge drama happening between a scientist, his evil brother and the scientist's son, over a time travel gadget.",Tamil,India,7 wins & 4 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}]",7.9,"26,073",tt4981966,movie,,,253,jpg
24,2016,2h 37m,Comedy,"A scientist invents a time machine that his evil twin brother plans to usurp. An unforeseen attack and years later, his son tries to protect it from his uncle.",Not Rated,06 May 2016,164 min,Vikram K. Kumar,"Vikram Kumar, Vikram K. Kumar","Suriya, Samantha Ruth Prabhu, Nithya Menen","A Sci-Fi family revenge drama happening between a scientist, his evil brother and the scientist's son, over a time travel gadget.",Tamil,India,7 wins & 4 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}]",7.9,"26,073",tt4981966,movie,,,253,jpg
24,2016,2h 37m,Drama,"A scientist invents a time machine that his evil twin brother plans to usurp. An unforeseen attack and years later, his son tries to protect it from his uncle.",Not Rated,06 May 2016,164 min,Vikram K. Kumar,"Vikram Kumar, Vikram K. Kumar","Suriya, Samantha Ruth Prabhu, Nithya Menen","A Sci-Fi family revenge drama happening between a scientist, his evil brother and the scientist's son, over a time travel gadget.",Tamil,India,7 wins & 4 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}]",7.9,"26,073",tt4981966,movie,,,253,jpg
Veerappan,2016,1h 50m,Action,"Based on the life of infamous sandalwood dacoit, Veerappan, the film charts the events leading to Operation Cocoon, his ultimate downfall.",Not Rated,15 Oct 2017,125 min,Ram Gopal Varma,"Jai Priyadarshi, R.D. Tailang","Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav","Koose Muniswamy Veerappan commonly known only as Veerappan was a notorious Indian brigand and dacoit in India. He was active for nearly 30 years in the scrub lands and forests in the states of Karnataka, Kerala and Tamil Nadu. 184 people (97 of them are police officials &amp; forest officers), 900 elephants were killed by Veerappan.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}]",5.3,902,tt5632164,movie,,,254,jpg
Veerappan,2016,1h 50m,Biography,"Based on the life of infamous sandalwood dacoit, Veerappan, the film charts the events leading to Operation Cocoon, his ultimate downfall.",Not Rated,15 Oct 2017,125 min,Ram Gopal Varma,"Jai Priyadarshi, R.D. Tailang","Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav","Koose Muniswamy Veerappan commonly known only as Veerappan was a notorious Indian brigand and dacoit in India. He was active for nearly 30 years in the scrub lands and forests in the states of Karnataka, Kerala and Tamil Nadu. 184 people (97 of them are police officials &amp; forest officers), 900 elephants were killed by Veerappan.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}]",5.3,902,tt5632164,movie,,,254,jpg
Veerappan,2016,1h 50m,Crime,"Based on the life of infamous sandalwood dacoit, Veerappan, the film charts the events leading to Operation Cocoon, his ultimate downfall.",Not Rated,15 Oct 2017,125 min,Ram Gopal Varma,"Jai Priyadarshi, R.D. Tailang","Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav","Koose Muniswamy Veerappan commonly known only as Veerappan was a notorious Indian brigand and dacoit in India. He was active for nearly 30 years in the scrub lands and forests in the states of Karnataka, Kerala and Tamil Nadu. 184 people (97 of them are police officials &amp; forest officers), 900 elephants were killed by Veerappan.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}]",5.3,902,tt5632164,movie,,,254,jpg
The Legend of Michael Mishra,2016,1h 58m,Comedy,"To win back his childhood sweetheart, Bhaiyyaji, a tailor-turned-kidnapper decides to give up his criminal ways. Will he succeed?",,05 Aug 2016,125 min,Manish Jha,"Anshuman Chaturvedi, Manish Jha, Vijay Kapoor","Aditi Rao Hydari, Boman Irani, Arshad Warsi","Michael Mishra, a kidnapper from Patna, falls for a girl, Varsha Shukla, at a very young age. He got arrested and sent to jail. After releasing from jail, he searched for her but couldn't find her. He then finds her in a talent show. The story revolves around as to how he gets his love and what he has to go through.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""0%""}]",4.4,627,tt3224258,movie,,,255,
The Legend of Michael Mishra,2016,1h 58m,Drama,"To win back his childhood sweetheart, Bhaiyyaji, a tailor-turned-kidnapper decides to give up his criminal ways. Will he succeed?",,05 Aug 2016,125 min,Manish Jha,"Anshuman Chaturvedi, Manish Jha, Vijay Kapoor","Aditi Rao Hydari, Boman Irani, Arshad Warsi","Michael Mishra, a kidnapper from Patna, falls for a girl, Varsha Shukla, at a very young age. He got arrested and sent to jail. After releasing from jail, he searched for her but couldn't find her. He then finds her in a talent show. The story revolves around as to how he gets his love and what he has to go through.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""0%""}]",4.4,627,tt3224258,movie,,,255,
Sahaj Paather Gappo,2016,1h 22m,Drama,10-year-old Gopal and his kid brother Chottu struggle to make ends meet. But they also fancy attending an upcoming grand feast.,,,,,,,,,,,,,,,,,,256,
Gurgaon,2017,1h 41m,Thriller,"When the daughter of a real estate tycoon is kidnapped, her family desperately tries to track her whereabouts; while unravelling long buried family secrets.",,04 Aug 2017,107 min,Shanker Raman,"Vipin Bhati, Adarsh Jaunpuri, Lovesh Nagar","Akshay Oberoi, Pankaj Tripathi, Aamir Bashir","Story of a family is intertwined with the city of Gurgaon. There is a rebel, in the house of ambition with a gory past and greedy present. As he gets in big trouble, so do people around him. What will be the outcome of the chaos? What future has in store for this family?",Hindi,India,3 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""86%""}]",6.4,"2,533",tt4699202,movie,,,257,jpg
Gurgaon,2017,1h 41m,Crime,"When the daughter of a real estate tycoon is kidnapped, her family desperately tries to track her whereabouts; while unravelling long buried family secrets.",,04 Aug 2017,107 min,Shanker Raman,"Vipin Bhati, Adarsh Jaunpuri, Lovesh Nagar","Akshay Oberoi, Pankaj Tripathi, Aamir Bashir","Story of a family is intertwined with the city of Gurgaon. There is a rebel, in the house of ambition with a gory past and greedy present. As he gets in big trouble, so do people around him. What will be the outcome of the chaos? What future has in store for this family?",Hindi,India,3 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""86%""}]",6.4,"2,533",tt4699202,movie,,,257,jpg
Haraamkhor,2017,1h 28m,Drama,"A married teacher's illicit affair with his teenage student turns into an odd love triangle, when her classmate gets attracted to her.",,,,,,,,,,,,,,,,,,258,
Mahayuddha,2017,1h 59m,Action,"Due to his brothers' meddling, an aggressive man falls in love with a woman who believes him to be a non-violent person. But, how long can he keep up the act?",,,,,,,,,,,,,,,,,,259,
Fidaa,2017,2h 2m,Romance,"Varun, an NRI medical student, falls in love with Bhanu, a village belle. However, their chalk-and-cheese personalities create obstacles for them.",,21 Jul 2017,144 min,Sekhar Kammula,"Charu Gupta, Sekhar Kammula, Chaithanya Pingali","Sai Pallavi, Varun Tej, Sai Chand","Varun and Bhanu, both from different worlds, face challenges in their relationship.",Telugu,India,5 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}]",7.4,"6,021",tt7159382,movie,,,260,jpg
Fidaa,2017,2h 2m,Comedy,"Varun, an NRI medical student, falls in love with Bhanu, a village belle. However, their chalk-and-cheese personalities create obstacles for them.",,21 Jul 2017,144 min,Sekhar Kammula,"Charu Gupta, Sekhar Kammula, Chaithanya Pingali","Sai Pallavi, Varun Tej, Sai Chand","Varun and Bhanu, both from different worlds, face challenges in their relationship.",Telugu,India,5 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}]",7.4,"6,021",tt7159382,movie,,,260,jpg
Fidaa,2017,2h 2m,Drama,"Varun, an NRI medical student, falls in love with Bhanu, a village belle. However, their chalk-and-cheese personalities create obstacles for them.",,21 Jul 2017,144 min,Sekhar Kammula,"Charu Gupta, Sekhar Kammula, Chaithanya Pingali","Sai Pallavi, Varun Tej, Sai Chand","Varun and Bhanu, both from different worlds, face challenges in their relationship.",Telugu,India,5 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}]",7.4,"6,021",tt7159382,movie,,,260,jpg
E,2017,1h 43m,Horror,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",English,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
E,2017,1h 43m,Drama,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",English,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
E,2017,1h 43m,Family,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",English,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
E,2017,1h 43m,Horror,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",French,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
E,2017,1h 43m,Drama,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",French,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
E,2017,1h 43m,Family,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",French,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
E,2017,1h 43m,Horror,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",Micmac,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
E,2017,1h 43m,Drama,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",Micmac,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
